project_slug,project_name,market_cap_usd,price_usd,total_invested,invest_mcap_ratio,funds_count,fund_slug,fund_name,fund_invested
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,ngc-ventures-neo-global-capital,NGC Ventures,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,age-fund,AGE Fund,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,asymmetric,Asymmetric,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,newman-capital,Newman Capital,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,portal-ventures,Portal Ventures,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,wise3-ventures,Wise3 Ventures,275000.0
liquidium,LIQ,3037802.37,0.0774,2750000.0,0.9052596795491998,10,viden-vc,viden.vc,275000.0
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,amber-group,Amber Group,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,dcf-god,DCF GOD,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,zephyrus-capital,Zephyrus Capital,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,contango-digital-assets,Contango Digital Assets,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,manifold-trading,Manifold Trading,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,mozaik-capital,Mozaik Capital,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,x-ventures,X Ventures,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,sharding-capital,Sharding Capital,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,selini-capital,Selini Capital,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,altcoin-sherpa,Altcoin Sherpa,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,sungjae-han,Sungjae Han,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,kinnif,kinnif,153846.15384615384
heurist,HEU,3010176.57,0.01651,1999999.9999999995,0.6644128520341249,13,steroids-capital,Steroids Capital,153846.15384615384
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,binance-labs,YZi Labs (prev Binance Labs),188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,cms-holdings-llc,CMS Holdings,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,reciprocal-ventures,Reciprocal Ventures,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,santiago-roel-santos,Santiago Roel Santos,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,hack-vc,Hack VC,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,raj-gokal,Raj Gokal,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,anil-lulla,Anil Lulla,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,stepan-simkin,Stepan Simkin,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,keone-hon,Keone Hon,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,mert-mumtaz,Mert Mumtaz,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,boogle,BOOGLE,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,nic-carter,Nic Carter,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,flowdesk,Flowdesk,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,austin-federa,Austin Federa,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,monkeventures,MonkeVentures,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,shoe-on-ventures,Shoe on Ventures,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,vance-spencer,Vance Spencer,188888.88888888888
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,1.1927695614216847,18,kyle-samani,Kyle Samani,188888.88888888888
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,alliance-dao,Alliance,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,sushiswap,SushiSwap,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,orange-dao,Orange DAO,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,dewhales,Dewhales,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,paul-taylor,Paul Taylor,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,morph,Morph,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,pstake-finance,pSTAKE Finance,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,kelp-dao,Kelp DAO,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,hadron-finance,Hadron Finance,400000.0
hana-network,HANA,2784000,0.01162,4000000.0,1.4367816091954022,10,chelsea-jiang,Chelsea Jiang,400000.0
legend-of-arcadia,ARCA,2782328.98,0.00927,4000000.0,1.4376445160701306,4,animoca-brands,Animoca Brands,1000000.0
legend-of-arcadia,ARCA,2782328.98,0.00927,4000000.0,1.4376445160701306,4,okx-ventures,OKX Ventures,1000000.0
legend-of-arcadia,ARCA,2782328.98,0.00927,4000000.0,1.4376445160701306,4,coin98-ventures,Arche Fund,1000000.0
legend-of-arcadia,ARCA,2782328.98,0.00927,4000000.0,1.4376445160701306,4,selini-capital,Selini Capital,1000000.0
bondex,BDXN,2760000,0.01726,4000000.0,1.4492753623188406,4,morningstar-ventures,Morningstar Ventures,1000000.0
bondex,BDXN,2760000,0.01726,4000000.0,1.4492753623188406,4,animoca-brands,Animoca Brands,1000000.0
bondex,BDXN,2760000,0.01726,4000000.0,1.4492753623188406,4,iangels,iAngels,1000000.0
bondex,BDXN,2760000,0.01726,4000000.0,1.4492753623188406,4,dext-force-ventures,Dext Force Ventures,1000000.0
connext,CLEAR,2663086.28,0.00406,5000000.0,1.8775208439735571,1,pantera-capital,Pantera Capital,5000000.0
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,castrum-capital,Castrum Capital,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,finsec-innovation-lab,FinSec Innovation Lab,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,outlier-ventures,Outlier Ventures,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,blockchange-ventures,Blockchange Ventures,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,maven-capital,Maven Capital,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,big-brain-holdings,Big Brain Holdings,714285.7142857143
kima,KIMA,2584821.34,0.03956,5000000.000000001,1.93436966904645,7,kangaroo-capital,Kangaroo Capital,714285.7142857143
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,the-spartan-group,The Spartan Group,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,hashed,Hashed,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,animoca-brands,Animoca Brands,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,iosg-ventures,IOSG Ventures,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,shima-capital,Shima Capital,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,foresight-ventures,Foresight Ventures,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,altos-ventures,Altos Ventures,1250000.0
gomble-games,GM,2548659.6,0.00925,10000000.0,3.9236310725841927,8,big-brain-holdings,Big Brain Holdings,1250000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,animoca-brands,Animoca Brands,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,the-spartan-group,The Spartan Group,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,coin98-ventures,Arche Fund,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,kyros-ventures,Kyros Ventures,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,dialectic,Dialectic Capital,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,loi-luu,Loi Luu,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,sebastien-borget,Sebastien Borget,625000.0
alliance-games,COA,2493315,0.006647,5000000.0,2.0053623388942032,8,asymm-ventures,Asymm Ventures,625000.0
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,chorus-one,Chorus One,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,1confirmation,1confirmation,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,road-capital,Road Capital,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,neel-somani,Neel Somani,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,modular-capital,Modular Capital,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,dba,DBA,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,imperator,Imperator,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,sam-hart,Sam Hart,444444.44444444444
stride,STRD,2451216.07,0.02791,4000000.0,1.6318430875822385,9,felix-lutsch,Felix Lutsch,444444.44444444444
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,chain-capital,Chain Capital,1833333.3333333333
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,lbank,LBank Ventures,1833333.3333333333
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,stratified-capital,Stratified Capital,1833333.3333333333
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,knightfury,KnightFury,1833333.3333333333
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,deagentai,DeAgentAI,1833333.3333333333
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,4.687183748255622,6,x-wave-labs,X wave labs,1833333.3333333333
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,huobi-ventures,HTX Ventures (previously Huobi Ventures),146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,hypersphere-ventures,Hypersphere Ventures,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,genesis-block-gbv,GBV Capital,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,genblock-capital,Genblock Capital,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,solana-ventures,Solana Ventures,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,primeblock-ventures,Primeblock Ventures,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,infinity-ventures-crypto-ivc,Infinity Ventures Crypto (IVC),146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,amber-group,Amber Group,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,there-exists-ventures-t3e,There Exists Ventures (T3E),146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,jump-crypto,Jump Crypto,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,john-lilic,John Lilic,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,stepan-simkin,Stepan Simkin,146153.84615384616
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,0.8112240342557197,13,venturedao,VentureDAO,146153.84615384616
hello-labs,HELLO,2279605.63,0.003123,4600000.0,2.0178928931667888,2,dragonfly-capital,Dragonfly Capital,2300000.0
hello-labs,HELLO,2279605.63,0.003123,4600000.0,2.0178928931667888,2,mirana-ventures,Mirana Ventures,2300000.0
taki,TAKI,2198891.41,0.001878,3000000.0,1.3643238526271744,1,superlayer,SuperLayer,3000000.0
masa,MASA,2181557.47,0.003896,5400000.0,2.475295780312402,4,anagram-crypto,Anagram Crypto,1350000.0
masa,MASA,2181557.47,0.003896,5400000.0,2.475295780312402,4,digital-currency-group-dcg,Digital Currency Group (DCG),1350000.0
masa,MASA,2181557.47,0.003896,5400000.0,2.475295780312402,4,goldentree-asset-management,GoldenTree Asset Management,1350000.0
masa,MASA,2181557.47,0.003896,5400000.0,2.475295780312402,4,blizzard-avalanche-ecosystem,Blizzard Fund (Avalanche Ecosystem),1350000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,dan-ugolini,Dan Ugolini,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,brilliance-ventures,Brilliance Ventures,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,zbs-capital,ZBS Capital,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,tenzor-capital,Tenzor Capital,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,nxgen-capital,NxGen,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,nicolas-bacca,Nicolas Bacca,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,alpha-praetorian-capital,Alpha Praetorian Capital,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,everstake-capital,Everstake Capital,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,v3ntures,v3ntures,200000.0
zyfi,ZFI,2164498.54,0.01391,2000000.0,0.9240015472590709,10,majinx-capital,Majinx Capital,200000.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,arrington-xrp-arrington-capital,Arrington Capital,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,morningstar-ventures,Morningstar Ventures,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,hashed,Hashed,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,amber-group,Amber Group,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,re7-capital,Re7 Capital,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,dorahacks-ventures,DoraHacks Ventures,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,aptos,Aptos,262500.0
merkle-trade,MKL,2138696.46,0.05114,2100000.0,0.9819065207598464,8,yippie,Yippie,262500.0
shrapnel,SHRAP,2096533.57,0.001354,19500000.0,9.301067380476049,3,polychain-capital,Polychain Capital,6500000.0
shrapnel,SHRAP,2096533.57,0.001354,19500000.0,9.301067380476049,3,griffin-gaming-partners,Griffin Gaming Partners,6500000.0
shrapnel,SHRAP,2096533.57,0.001354,19500000.0,9.301067380476049,3,gala-games,Gala Games,6500000.0
grix,Grix,2024078.75,0.01842,1100000.0,0.5434571159842472,4,collider-ventures,Collider Ventures,275000.0
grix,Grix,2024078.75,0.01842,1100000.0,0.5434571159842472,4,tal-cohen,Tal Cohen,275000.0
grix,Grix,2024078.75,0.01842,1100000.0,0.5434571159842472,4,chen-magen,Chen Magen,275000.0
grix,Grix,2024078.75,0.01842,1100000.0,0.5434571159842472,4,guil-lambert,Guil Lambert,275000.0
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,morningstar-ventures,Morningstar Ventures,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,animoca-brands,Animoca Brands,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,momentum-6-m6,Momentum 6,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,genesis-block-gbv,GBV Capital,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,kucoin,KuCoin,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,banter-capital,Banter Capital,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,black-edge-capital,Black Edge Capital,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,blockchain-founders-fund,Blockchain Founders Fund,366666.6666666667
e-money-network,EMYC,2006976.51,0.01317,3299999.9999999995,1.6442643865323563,9,kelsier,Kelsier,366666.6666666667
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,multicoin-capital,Multicoin Capital,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,fabric-ventures,Fabric Ventures,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,the-lao,The Lao,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,iosg-ventures,IOSG Ventures,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,eterna-capital,Eterna Capital,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,veris-ventures,Veris Ventures,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,taavet-sten,Taavet+Sten,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,hyperithm,Hyperithm,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,wagmi-ventures,WAGMI Ventures,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,skyland-ventures,Skyland Ventures,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,safe-ecosystem-foundation,Safe Ecosystem Foundation,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,circle,Circle,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,kartik-talwar,Kartik Talwar,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,alex-van-de-sande,Alex Van de Sande,340000.0
superfluid,Superfluid,1999934.55,0.03365,5100000.0,2.55008345148095,15,bernie-stables-money,Bernie stables.money,340000.0
main-street-usd,MSUSD,1742672.06,0.9998,400000.0,0.229532571951604,1,sonic,Sonic,400000.0
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,momentum-6-m6,Momentum 6,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,sevenx-ventures,SevenX Ventures,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,maven-capital,Maven Capital,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,contango-digital-assets,Contango Digital Assets,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,daedalus,Daedalus,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,basement-dao,Basement DAO,407142.85714285716
eesee,ESE,1740056.52,0.002842,2850000.0000000005,1.6378778316925018,7,metabros,Metabros,407142.85714285716
tune-fm,JAM,1711245.93,5.75e-05,20000000.0,11.687390835752053,1,lda-capital,LDA Capital,20000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,cms-holdings-llc,CMS Holdings,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,okx-ventures,OKX Ventures,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,amber-group,Amber Group,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,hack-vc,Hack VC,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,mirana-ventures,Mirana Ventures,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,big-brain-holdings,Big Brain Holdings,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,castle-island-ventures,Castle Island Ventures,1000000.0
satlayer,SLAY,1688904,0.003346,8000000.0,4.736799723370896,8,franklin-templeton,Franklin Templeton,1000000.0
planck-network,PLANCK,1596208.99,0.02062,200000000.0,125.29687606884109,1,rollman-management,Rollman Management,200000000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,waterdrip-capital,Waterdrip Capital,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,catchervc,CatcherVC,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,k24-ventures,K24 Ventures,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,web3-com-ventures,Web3.com Ventures,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,cryptogram-venture-cgv,CGV FoF (Cryptogram Venture),375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,d11-labs,D11 Labs,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,satoshilabs,SatoshiLabs,375000.0
zulu-network,ZULU,1595280,0.011041,3000000.0,1.8805476154656235,8,jingle-mining,Jingle Mining,375000.0
exa,EXA,1582199.41,0.3627,2000000.0,1.2640631688770507,1,uphold,Uphold,2000000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,the-spartan-group,The Spartan Group,1250000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,hashed,Hashed,1250000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,big-brain-holdings,Big Brain Holdings,1250000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,krafton,Krafton,1250000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,sui-foundation,Sui Foundation,1250000.0
xociety,XO,1504140,0.002843,7500000.0,4.98623798316646,6,neoclassic-capital,Neoclassic Capital,1250000.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,chain-capital,Chain Capital,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,stratified-capital,Stratified Capital,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,gate-labs,Gate Labs,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,central-research-capital,Central Research Capital,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,t-fund,T-Fund,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,bingx-labs,BingX Labs,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,nobody,Nobody,312500.0
fireverse,FIR,1450546.89,0.00729,2500000.0,1.7234878908326776,8,tcc-capital,TCC Capital,312500.0
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,duckdao,DuckDAO,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,maven-capital,Maven Capital,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,decubate,Decubate,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,unreal-capital,Unreal Capital,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,castrum-capital,Castrum Capital,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,sky-gardians-capital,Sky Gardians Capital,168571.42857142858
rwa-inc,RWAINC,1447446.08,0.004184,1180000.0000000002,0.8152289859391516,7,undefined-capital,Undefined Capital,168571.42857142858
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,ld-capital,LD Capital,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,sevenx-ventures,SevenX Ventures,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,sebastien-borget,Sebastien Borget,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,y2z-ventures,Y2Z Ventures,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,bitrise-capital,Bitrise Capital,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,antalpha,Antalpha,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,mixmarvel-dao-venture,MixMarvel DAO Venture,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,dmytro-kalinovskiy,Dmytro Kalinovskiy,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,tanuki-studio,Tanuki Studio,600000.0
daobase,BEE,1350250,0.02455,6000000.0,4.443621551564525,10,slingshot-labs,Slingshot Labs,600000.0
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,skyland-ventures,Skyland Ventures,666666.6666666666
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,redpoint-china-ventures,Redpoint China Ventures,666666.6666666666
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,animoca-brands,Animoca Brands,666666.6666666666
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,folius-ventures,Folius Ventures,666666.6666666666
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,sequoia-capital-china,HongShan (ex-Sequoia China),666666.6666666666
arai,AA,1279258.5,0.00886,3999999.9999999995,3.1268113520449536,6,gate-ventures,Gate Ventures,666666.6666666666
aark-digital,AARK,1276085.81,0.002577,6000000.0,4.701878159745386,6,arrington-xrp-arrington-capital,Arrington Capital,1000000.0
aark-digital,AARK,1276085.81,0.002577,6000000.0,4.701878159745386,6,morningstar-ventures,Morningstar Ventures,1000000.0
aark-digital,AARK,1276085.81,0.002577,6000000.0,4.701878159745386,6,hashkey-capital,HashKey Capital,1000000.0
